species,age,weight,temperature,heartRate,respiratoryRate,skinRedness,itching,hairLoss,vomiting,diarrhea,appetiteLevel,waterIntakeLevel,activityLevel,symptomDurationDays,abnormalProbability,riskGrade,primaryRiskFactor
DOG,6,4.2,40.6,193,58,False,False,True,False,False,NONE,DECREASED,LOW,2,1.0,DANGER,"고열, 빈맥"
DOG,7,18.9,38.9,144,40,False,False,False,False,True,DECREASED,NORMAL,NORMAL,3,0.48,WATCH,"호흡 급증, 설사"
CAT,6,2.5,40.5,235,42,True,False,False,False,False,NORMAL,NORMAL,NORMAL,1,0.62,CAUTION,"고열, 호흡 급증"
CAT,15,7.4,38.0,172,32,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.13,NORMAL,이상 없음(정상)
DOG,10,13.8,40.9,150,60,False,True,False,False,False,DECREASED,DECREASED,NORMAL,0,0.89,DANGER,"고열, 호흡 급증"
CAT,15,4.2,39.0,206,32,True,False,False,True,True,DECREASED,DECREASED,HIGH,3,0.62,CAUTION,"소화기 이상(구토 및 설사), 피부 징후"
CAT,3,2.9,39.2,145,29,True,False,False,False,False,NORMAL,NORMAL,NORMAL,4,0.1,NORMAL,이상 없음(정상)
CAT,5,6.0,38.4,164,23,False,True,False,True,False,DECREASED,NORMAL,NORMAL,4,0.39,WATCH,"구토, 피부 징후"
DOG,13,28.6,38.1,160,20,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.26,NORMAL,이상 없음(정상)
DOG,2,24.0,39.6,134,34,False,True,False,False,False,DECREASED,NORMAL,LOW,7,0.64,CAUTION,"미열, 피부 징후"
DOG,1,28.5,38.4,79,20,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,15,6.8,39.3,190,20,False,False,False,False,False,NORMAL,NORMAL,LOW,0,0.17,NORMAL,이상 없음(정상)
DOG,7,24.2,40.2,177,51,True,False,True,True,False,NONE,DECREASED,LOW,7,1.0,DANGER,"고열, 빈맥"
CAT,8,3.9,41.1,295,47,True,True,True,False,True,NONE,NORMAL,LOW,4,1.0,DANGER,"고열, 빈맥"
CAT,11,2.2,38.8,222,46,True,False,False,False,False,DECREASED,DECREASED,NORMAL,0,0.46,WATCH,"호흡 급증, 피부 징후"
CAT,11,4.2,39.6,185,18,False,False,False,False,True,INCREASED,NORMAL,NORMAL,2,0.39,WATCH,"미열, 설사"
CAT,14,5.2,38.3,163,18,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,6,17.5,39.5,129,30,True,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.33,WATCH,"미열, 피부 징후"
CAT,2,2.6,39.8,208,23,False,False,False,False,True,DECREASED,DECREASED,NORMAL,3,0.49,WATCH,"미열, 설사"
DOG,9,27.3,39.6,151,38,True,False,False,False,False,DECREASED,DECREASED,LOW,1,0.52,CAUTION,"미열, 피부 징후"
CAT,13,3.8,40.1,224,22,False,True,False,False,True,DECREASED,NORMAL,LOW,0,0.67,CAUTION,"미열, 설사"
DOG,1,13.6,38.6,131,25,False,False,False,True,False,NORMAL,NORMAL,NORMAL,2,0.13,NORMAL,이상 없음(정상)
CAT,9,2.9,39.2,187,33,False,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,9,7.8,37.9,182,36,False,True,False,False,True,INCREASED,NORMAL,NORMAL,3,0.06,NORMAL,이상 없음(정상)
DOG,6,17.7,38.9,110,19,True,True,False,False,False,DECREASED,NORMAL,NORMAL,6,0.35,WATCH,"피부 징후, 식욕 감소"
DOG,14,15.1,39.1,159,55,False,False,False,False,True,DECREASED,DECREASED,LOW,3,0.52,CAUTION,"호흡 급증, 설사"
DOG,5,20.2,39.7,125,32,True,True,False,False,True,DECREASED,DECREASED,LOW,1,0.68,CAUTION,"미열, 설사"
DOG,3,15.6,38.7,82,24,True,False,False,False,True,NORMAL,DECREASED,NORMAL,1,0.37,WATCH,"설사, 피부 징후"
CAT,13,3.5,38.8,205,18,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,8,28.3,38.7,100,20,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.01,NORMAL,이상 없음(정상)
DOG,3,8.9,39.7,150,32,True,False,False,False,False,NONE,NORMAL,LOW,1,0.71,CAUTION,"미열, 피부 징후"
CAT,3,8.0,38.8,250,18,False,False,False,False,True,DECREASED,NORMAL,NORMAL,3,0.35,WATCH,"빈맥, 설사"
CAT,5,4.6,39.0,169,25,False,False,False,False,False,INCREASED,NORMAL,NORMAL,3,0.05,NORMAL,이상 없음(정상)
DOG,14,13.7,39.5,81,30,False,False,False,False,False,NONE,INCREASED,LOW,2,0.48,WATCH,"미열, 식욕 절폐"
DOG,2,26.2,38.5,125,25,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.11,NORMAL,이상 없음(정상)
DOG,9,7.1,39.1,129,40,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.34,WATCH,호흡 급증
DOG,13,16.0,39.9,205,34,True,False,True,True,True,DECREASED,DECREASED,LOW,2,1.0,DANGER,"미열, 빈맥"
CAT,11,7.9,39.8,281,43,False,True,False,False,True,DECREASED,DECREASED,LOW,4,1.0,DANGER,"미열, 빈맥"
CAT,14,4.7,39.6,236,13,True,False,False,False,False,DECREASED,INCREASED,NORMAL,2,0.43,WATCH,"미열, 피부 징후"
DOG,10,19.1,40.4,171,38,True,False,False,False,True,DECREASED,DECREASED,LOW,2,1.0,DANGER,"고열, 빈맥"
DOG,8,20.8,40.7,152,51,False,True,False,False,True,NONE,DECREASED,LOW,1,1.0,DANGER,"고열, 호흡 급증"
DOG,6,25.5,38.9,136,44,False,False,False,True,True,NORMAL,NORMAL,NORMAL,3,0.49,WATCH,"호흡 급증, 소화기 이상(구토 및 설사)"
DOG,8,25.6,40.2,187,44,False,True,False,True,False,DECREASED,DECREASED,LOW,3,1.0,DANGER,"고열, 빈맥"
DOG,12,8.4,39.1,168,31,True,True,True,False,True,DECREASED,NORMAL,LOW,3,0.62,CAUTION,"빈맥, 설사"
DOG,9,25.2,40.7,159,36,True,True,False,True,True,DECREASED,DECREASED,LOW,4,1.0,DANGER,"고열, 소화기 이상(구토 및 설사)"
CAT,7,6.7,39.8,234,41,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.49,WATCH,"미열, 호흡 급증"
DOG,4,17.8,39.9,104,13,False,False,False,False,True,DECREASED,DECREASED,LOW,7,0.44,WATCH,"미열, 설사"
CAT,9,3.2,38.4,172,18,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.11,NORMAL,이상 없음(정상)
CAT,5,3.1,39.4,159,23,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,8,4.4,39.9,121,39,False,True,False,False,False,DECREASED,DECREASED,LOW,2,0.55,CAUTION,"미열, 피부 징후"
CAT,12,5.7,40.0,261,37,False,False,False,False,False,DECREASED,NORMAL,LOW,2,0.54,CAUTION,"미열, 빈맥"
DOG,11,23.6,38.0,129,16,False,False,False,False,True,NORMAL,NORMAL,NORMAL,7,0.06,NORMAL,이상 없음(정상)
CAT,14,2.9,39.5,240,22,False,False,False,True,False,DECREASED,DECREASED,LOW,3,0.66,CAUTION,"빈맥, 구토"
DOG,8,19.1,38.6,105,13,False,False,False,False,True,NORMAL,NORMAL,HIGH,3,0.26,NORMAL,이상 없음(정상)
DOG,3,29.4,38.1,119,19,False,False,False,False,False,NORMAL,NORMAL,HIGH,4,0.17,NORMAL,이상 없음(정상)
DOG,11,8.8,39.3,141,24,True,False,False,False,True,NORMAL,DECREASED,NORMAL,4,0.39,WATCH,"미열, 설사"
DOG,14,25.9,39.3,112,26,False,True,False,False,False,NORMAL,INCREASED,NORMAL,0,0.37,WATCH,"미열, 피부 징후"
CAT,10,8.0,41.7,210,41,False,True,False,True,False,NONE,NORMAL,LOW,2,1.0,DANGER,"고열, 호흡 급증"
CAT,5,5.5,39.4,216,45,False,False,False,True,False,NORMAL,INCREASED,LOW,6,0.57,CAUTION,"호흡 급증, 구토"
CAT,7,3.4,39.3,211,56,False,False,False,True,True,DECREASED,DECREASED,NORMAL,1,0.62,CAUTION,"호흡 급증, 소화기 이상(구토 및 설사)"
DOG,12,5.3,38.9,143,24,True,False,False,False,False,DECREASED,NORMAL,NORMAL,7,0.34,WATCH,"피부 징후, 식욕 감소"
DOG,13,26.3,39.3,114,31,False,False,False,True,False,NORMAL,NORMAL,NORMAL,3,0.34,WATCH,"미열, 구토"
CAT,14,4.4,38.9,206,31,True,True,False,False,False,NORMAL,DECREASED,LOW,5,0.31,WATCH,"피부 징후, 활동량 저하"
CAT,5,7.4,39.9,242,55,False,True,False,True,True,DECREASED,DECREASED,NORMAL,3,1.0,DANGER,"미열, 빈맥"
CAT,15,3.2,39.7,198,22,False,False,True,False,False,DECREASED,DECREASED,NORMAL,2,0.35,WATCH,"미열, 피부 징후"
CAT,12,4.9,41.3,300,54,True,True,True,False,False,NONE,DECREASED,LOW,7,1.0,DANGER,"고열, 빈맥"
CAT,15,7.5,38.9,174,10,False,False,False,False,False,NORMAL,DECREASED,LOW,4,0.07,NORMAL,이상 없음(정상)
CAT,15,4.3,38.5,206,18,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,3,29.7,38.1,94,22,False,False,False,False,False,INCREASED,NORMAL,NORMAL,0,0.04,NORMAL,이상 없음(정상)
CAT,3,5.1,39.5,218,41,False,True,False,False,False,DECREASED,NORMAL,LOW,4,0.66,CAUTION,"호흡 급증, 피부 징후"
DOG,9,12.2,39.0,122,33,False,True,False,True,False,DECREASED,NORMAL,NORMAL,4,0.49,WATCH,"구토, 피부 징후"
CAT,12,5.7,40.1,190,29,True,False,True,True,False,DECREASED,NORMAL,NORMAL,2,0.64,CAUTION,"미열, 구토"
DOG,7,15.0,39.0,124,34,False,True,False,True,True,DECREASED,DECREASED,LOW,3,0.65,CAUTION,"소화기 이상(구토 및 설사), 피부 징후"
CAT,10,6.8,38.9,275,26,True,False,False,True,True,INCREASED,DECREASED,NORMAL,6,0.68,CAUTION,"빈맥, 소화기 이상(구토 및 설사)"
DOG,6,9.7,39.1,71,14,False,True,False,False,False,DECREASED,NORMAL,NORMAL,3,0.23,NORMAL,이상 없음(정상)
CAT,2,2.6,38.7,207,23,False,True,False,False,True,NORMAL,NORMAL,NORMAL,5,0.23,NORMAL,이상 없음(정상)
DOG,5,21.1,40.3,166,53,True,True,False,True,True,DECREASED,NORMAL,NORMAL,0,1.0,DANGER,"고열, 빈맥"
DOG,15,19.4,39.4,145,41,False,False,False,False,False,DECREASED,NORMAL,LOW,1,0.55,CAUTION,"미열, 호흡 급증"
DOG,13,16.0,38.5,92,45,True,False,False,False,False,DECREASED,NORMAL,NORMAL,3,0.45,WATCH,"호흡 급증, 피부 징후"
DOG,6,27.2,39.2,107,29,False,False,False,False,False,INCREASED,NORMAL,NORMAL,6,0.1,NORMAL,이상 없음(정상)
DOG,10,29.8,38.6,164,23,False,False,False,False,False,DECREASED,NORMAL,LOW,2,0.44,WATCH,"빈맥, 식욕 감소"
DOG,7,29.2,38.6,100,34,False,False,False,False,False,NORMAL,NORMAL,HIGH,7,0.06,NORMAL,이상 없음(정상)
DOG,14,21.9,39.5,145,33,False,True,False,False,False,DECREASED,NORMAL,LOW,7,0.56,CAUTION,"미열, 피부 징후"
CAT,14,6.4,40.6,262,52,True,False,False,True,True,NONE,DECREASED,LOW,6,1.0,DANGER,"고열, 빈맥"
CAT,7,5.0,39.0,229,14,False,False,True,False,False,NORMAL,NORMAL,NORMAL,0,0.3,WATCH,피부 징후
DOG,4,26.8,40.2,206,48,False,True,False,True,True,NONE,NORMAL,LOW,2,1.0,DANGER,"고열, 빈맥"
CAT,2,4.1,40.8,254,37,True,True,True,True,False,NONE,NORMAL,LOW,0,1.0,DANGER,"고열, 빈맥"
DOG,13,19.5,40.3,209,35,False,False,False,True,True,DECREASED,DECREASED,LOW,6,1.0,DANGER,"고열, 빈맥"
CAT,13,7.6,40.4,285,49,True,True,False,True,True,NONE,DECREASED,NORMAL,7,1.0,DANGER,"미열, 빈맥"
CAT,10,4.2,41.4,258,44,False,True,False,True,True,NONE,DECREASED,NORMAL,4,1.0,DANGER,"고열, 빈맥"
DOG,3,14.5,38.4,77,15,False,False,False,True,True,NORMAL,NORMAL,NORMAL,7,0.27,NORMAL,이상 없음(정상)
DOG,7,19.1,38.8,137,25,True,False,False,False,True,DECREASED,NORMAL,NORMAL,7,0.35,WATCH,"설사, 피부 징후"
CAT,3,7.6,38.1,120,23,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,1,7.5,40.6,281,56,True,True,True,False,False,DECREASED,DECREASED,LOW,2,1.0,DANGER,"고열, 빈맥"
CAT,14,7.5,40.7,283,56,True,False,False,True,True,DECREASED,NORMAL,LOW,0,1.0,DANGER,"고열, 빈맥"
CAT,13,7.2,39.5,224,31,False,True,True,True,False,DECREASED,NORMAL,LOW,4,0.56,CAUTION,"구토, 피부 징후"
CAT,5,3.8,39.9,219,16,True,False,False,False,False,DECREASED,INCREASED,HIGH,6,0.41,WATCH,"미열, 피부 징후"
DOG,3,25.2,39.9,197,41,False,True,False,True,True,DECREASED,DECREASED,LOW,7,1.0,DANGER,"미열, 빈맥"
CAT,3,4.5,38.8,192,27,True,False,False,False,True,NORMAL,NORMAL,NORMAL,1,0.23,NORMAL,이상 없음(정상)
CAT,1,3.0,38.5,172,13,False,False,False,False,True,NORMAL,NORMAL,NORMAL,5,0.07,NORMAL,이상 없음(정상)
CAT,7,3.3,39.1,129,23,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.08,NORMAL,이상 없음(정상)
CAT,3,7.9,40.6,300,35,True,True,False,True,False,NONE,NORMAL,LOW,7,1.0,DANGER,"고열, 빈맥"
CAT,9,7.6,38.9,177,30,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,7,2.8,39.5,102,25,True,False,True,True,False,NORMAL,DECREASED,LOW,7,0.61,CAUTION,"미열, 구토"
CAT,4,4.3,39.6,244,31,False,False,False,False,False,NONE,NORMAL,NORMAL,7,0.62,CAUTION,"미열, 빈맥"
CAT,4,6.6,39.1,184,23,False,False,False,False,False,NORMAL,NORMAL,LOW,3,0.1,NORMAL,이상 없음(정상)
DOG,15,8.0,40.2,144,51,False,True,False,False,True,NONE,DECREASED,NORMAL,1,1.0,DANGER,"고열, 호흡 급증"
CAT,8,7.2,40.7,224,43,False,False,False,True,True,DECREASED,DECREASED,LOW,5,1.0,DANGER,"고열, 호흡 급증"
CAT,13,7.5,40.0,200,57,False,False,False,False,True,DECREASED,NORMAL,NORMAL,4,0.73,CAUTION,"미열, 호흡 급증"
CAT,2,5.7,39.2,203,41,True,True,False,False,False,NORMAL,DECREASED,NORMAL,3,0.41,WATCH,"호흡 급증, 피부 징후"
CAT,10,4.9,41.3,254,44,True,False,False,True,True,NORMAL,DECREASED,LOW,2,1.0,DANGER,"고열, 빈맥"
CAT,10,5.6,39.5,219,13,True,False,False,False,False,DECREASED,NORMAL,LOW,7,0.35,WATCH,"피부 징후, 식욕 감소"
DOG,7,25.6,39.0,163,45,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.36,WATCH,"빈맥, 호흡 급증"
DOG,8,19.2,38.5,113,23,False,False,False,False,False,NORMAL,NORMAL,HIGH,3,0.0,NORMAL,이상 없음(정상)
DOG,14,23.8,39.2,162,12,False,True,False,True,False,DECREASED,NORMAL,NORMAL,3,0.49,WATCH,"빈맥, 구토"
DOG,14,8.9,37.7,60,22,True,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.1,NORMAL,이상 없음(정상)
DOG,1,24.7,38.6,101,22,False,False,False,False,False,NORMAL,NORMAL,HIGH,4,0.09,NORMAL,이상 없음(정상)
CAT,7,5.5,39.5,136,27,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,14,27.5,38.7,165,25,False,False,False,True,False,NORMAL,NORMAL,NORMAL,5,0.37,WATCH,"빈맥, 구토"
CAT,4,3.1,39.9,173,31,True,False,True,False,True,DECREASED,NORMAL,HIGH,3,0.74,CAUTION,"미열, 설사"
DOG,2,24.1,39.7,189,37,True,False,False,True,True,DECREASED,NORMAL,LOW,6,1.0,DANGER,"미열, 빈맥"
DOG,11,9.1,38.5,157,44,False,False,False,False,True,DECREASED,DECREASED,NORMAL,2,0.56,CAUTION,"호흡 급증, 설사"
CAT,5,6.3,38.4,219,22,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.02,NORMAL,이상 없음(정상)
CAT,12,2.9,40.6,275,49,True,False,False,True,True,NONE,NORMAL,NORMAL,4,1.0,DANGER,"고열, 빈맥"
DOG,7,3.9,38.7,120,13,False,True,False,False,False,NORMAL,INCREASED,NORMAL,0,0.19,NORMAL,이상 없음(정상)
DOG,15,29.7,39.0,72,12,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.12,NORMAL,이상 없음(정상)
CAT,13,7.2,39.4,275,34,True,True,False,False,True,DECREASED,NORMAL,NORMAL,3,0.5,CAUTION,"빈맥, 설사"
DOG,7,29.3,39.1,155,18,True,False,False,False,False,DECREASED,DECREASED,NORMAL,1,0.3,WATCH,"피부 징후, 식욕 감소"
DOG,14,18.4,40.4,130,41,True,True,False,False,True,DECREASED,DECREASED,LOW,2,1.0,DANGER,"고열, 호흡 급증"
DOG,10,28.9,38.3,93,23,False,False,False,False,True,NORMAL,NORMAL,NORMAL,7,0.1,NORMAL,이상 없음(정상)
DOG,15,20.8,38.6,104,18,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,14,4.5,40.0,161,56,False,False,False,True,True,DECREASED,DECREASED,LOW,0,1.0,DANGER,"고열, 빈맥"
DOG,4,29.9,38.5,163,23,False,False,False,True,False,DECREASED,NORMAL,NORMAL,4,0.41,WATCH,"빈맥, 구토"
CAT,2,4.5,39.2,209,37,True,True,False,True,False,NORMAL,NORMAL,NORMAL,4,0.48,WATCH,"구토, 피부 징후"
DOG,15,7.0,41.0,179,37,True,False,False,True,True,NONE,DECREASED,LOW,4,1.0,DANGER,"고열, 빈맥"
DOG,1,28.1,37.9,108,20,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.05,NORMAL,이상 없음(정상)
CAT,11,2.1,40.3,261,30,False,False,False,True,False,NORMAL,NORMAL,NORMAL,1,0.57,CAUTION,"미열, 빈맥"
DOG,3,15.4,40.3,171,48,True,True,True,True,False,DECREASED,NORMAL,LOW,1,1.0,DANGER,"고열, 빈맥"
DOG,8,10.6,38.9,113,33,False,False,True,False,False,NORMAL,DECREASED,HIGH,3,0.2,NORMAL,이상 없음(정상)
CAT,10,2.8,39.5,244,26,True,False,True,False,False,DECREASED,NORMAL,LOW,3,0.42,WATCH,"빈맥, 피부 징후"
DOG,7,8.1,39.2,104,31,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,5,17.7,38.2,119,28,False,False,False,True,False,NORMAL,NORMAL,NORMAL,3,0.2,NORMAL,이상 없음(정상)
DOG,13,7.0,40.7,175,41,False,False,False,True,True,NONE,NORMAL,LOW,3,1.0,DANGER,"고열, 빈맥"
CAT,5,7.0,39.3,247,31,False,False,False,True,False,NORMAL,NORMAL,NORMAL,2,0.44,WATCH,"빈맥, 구토"
DOG,15,20.2,39.5,152,52,True,False,False,False,True,NONE,DECREASED,LOW,5,0.96,DANGER,"미열, 호흡 급증"
DOG,3,28.5,39.7,102,34,False,False,False,False,True,NONE,DECREASED,LOW,6,0.62,CAUTION,"미열, 설사"
CAT,3,7.1,41.0,274,34,False,True,False,True,True,NONE,DECREASED,LOW,7,1.0,DANGER,"고열, 빈맥"
DOG,14,19.2,40.5,144,60,False,False,False,True,True,NONE,DECREASED,LOW,0,1.0,DANGER,"고열, 호흡 급증"
CAT,1,2.3,38.1,185,18,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.01,NORMAL,이상 없음(정상)
CAT,10,3.8,38.5,141,28,False,False,False,False,False,NONE,NORMAL,NORMAL,4,0.27,NORMAL,이상 없음(정상)
DOG,11,18.4,39.1,86,27,True,False,True,False,False,NORMAL,NORMAL,NORMAL,7,0.17,NORMAL,이상 없음(정상)
DOG,4,16.7,39.1,110,26,False,False,False,True,False,NONE,DECREASED,LOW,7,0.53,CAUTION,"구토, 식욕 절폐"
CAT,12,7.1,38.7,149,21,False,False,False,False,True,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,8,7.1,39.0,157,33,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.06,NORMAL,이상 없음(정상)
CAT,10,4.8,38.8,208,20,False,True,False,False,False,NORMAL,NORMAL,HIGH,6,0.27,NORMAL,이상 없음(정상)
CAT,8,7.1,39.7,225,26,False,True,False,False,False,DECREASED,NORMAL,LOW,5,0.58,CAUTION,"미열, 피부 징후"
DOG,13,4.6,39.0,89,32,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.07,NORMAL,이상 없음(정상)
CAT,11,2.4,39.3,158,27,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,14,2.3,39.2,195,23,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.02,NORMAL,이상 없음(정상)
CAT,2,2.9,39.2,153,11,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,6,18.7,40.4,183,70,False,False,True,True,False,DECREASED,DECREASED,LOW,0,1.0,DANGER,"고열, 빈맥"
CAT,8,7.9,38.6,200,25,True,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.06,NORMAL,이상 없음(정상)
DOG,10,13.3,38.8,97,25,True,False,False,False,False,NORMAL,NORMAL,HIGH,7,0.18,NORMAL,이상 없음(정상)
DOG,4,9.1,39.8,164,22,True,False,False,False,False,NONE,DECREASED,NORMAL,1,0.7,CAUTION,"미열, 빈맥"
CAT,5,4.5,39.8,193,31,True,False,True,False,True,NONE,DECREASED,NORMAL,6,0.66,CAUTION,"미열, 설사"
CAT,13,3.1,39.5,200,46,False,True,False,False,True,DECREASED,NORMAL,NORMAL,0,0.72,CAUTION,"호흡 급증, 설사"
CAT,2,7.4,38.6,178,22,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,10,13.3,38.8,138,32,False,False,True,False,False,NORMAL,INCREASED,NORMAL,0,0.23,NORMAL,이상 없음(정상)
DOG,12,15.7,39.1,123,26,True,False,False,False,False,DECREASED,NORMAL,LOW,6,0.35,WATCH,"피부 징후, 식욕 감소"
DOG,9,5.7,40.0,122,33,False,True,False,False,True,DECREASED,DECREASED,NORMAL,5,0.72,CAUTION,"고열, 설사"
DOG,3,29.9,38.5,165,35,True,True,False,True,False,DECREASED,NORMAL,NORMAL,2,0.65,CAUTION,"빈맥, 구토"
CAT,4,2.6,39.4,168,33,False,False,True,False,False,NORMAL,NORMAL,NORMAL,0,0.1,NORMAL,이상 없음(정상)
CAT,4,3.3,38.9,226,39,True,False,False,True,False,NORMAL,NORMAL,LOW,7,0.35,WATCH,"구토, 피부 징후"
CAT,11,3.9,40.1,239,41,False,False,True,False,False,NONE,NORMAL,NORMAL,6,0.71,CAUTION,"미열, 호흡 급증"
DOG,4,28.3,39.8,130,34,False,False,True,False,False,DECREASED,DECREASED,NORMAL,0,0.66,CAUTION,"미열, 피부 징후"
CAT,13,5.6,40.3,300,42,False,False,False,True,True,DECREASED,NORMAL,LOW,4,1.0,DANGER,"미열, 빈맥"
DOG,14,3.5,39.4,119,26,False,False,False,True,False,NORMAL,DECREASED,LOW,3,0.56,CAUTION,"미열, 구토"
CAT,10,3.7,38.8,183,20,True,False,False,False,True,NORMAL,NORMAL,NORMAL,1,0.24,NORMAL,이상 없음(정상)
CAT,9,3.7,40.1,274,35,False,False,True,False,False,NORMAL,DECREASED,LOW,5,0.65,CAUTION,"미열, 빈맥"
DOG,5,22.4,40.0,154,42,True,True,False,True,False,NONE,DECREASED,LOW,0,1.0,DANGER,"고열, 호흡 급증"
CAT,4,2.2,39.0,251,29,True,True,False,False,False,DECREASED,NORMAL,LOW,0,0.48,WATCH,"빈맥, 피부 징후"
CAT,4,5.0,39.9,205,18,False,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.21,NORMAL,이상 없음(정상)
CAT,2,6.3,38.7,142,27,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,8,4.0,38.8,142,24,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.04,NORMAL,이상 없음(정상)
CAT,14,6.2,39.3,247,29,False,True,False,True,False,DECREASED,DECREASED,LOW,6,0.66,CAUTION,"빈맥, 구토"
CAT,3,6.1,39.8,253,54,False,False,False,True,True,DECREASED,DECREASED,LOW,2,1.0,DANGER,"미열, 빈맥"
CAT,15,6.3,39.7,194,24,False,False,True,False,False,NORMAL,DECREASED,NORMAL,0,0.37,WATCH,"미열, 피부 징후"
CAT,5,6.1,39.3,249,26,False,False,False,False,False,NORMAL,INCREASED,LOW,3,0.32,WATCH,"빈맥, 활동량 저하"
CAT,7,5.9,39.6,231,31,False,True,False,False,False,DECREASED,NORMAL,LOW,5,0.61,CAUTION,"미열, 피부 징후"
DOG,13,28.5,39.0,143,25,True,False,False,True,False,NORMAL,DECREASED,LOW,6,0.46,WATCH,"구토, 피부 징후"
DOG,9,11.5,39.5,201,40,False,False,False,False,False,INCREASED,DECREASED,LOW,7,0.87,DANGER,"미열, 빈맥"
DOG,11,16.7,39.2,136,29,False,True,False,False,False,INCREASED,NORMAL,LOW,3,0.3,WATCH,"피부 징후, 활동량 저하"
CAT,1,7.9,40.1,205,45,False,False,False,False,False,NONE,DECREASED,HIGH,5,0.58,CAUTION,"미열, 호흡 급증"
CAT,14,6.8,39.8,224,31,False,False,False,False,True,NORMAL,NORMAL,HIGH,7,0.41,WATCH,"미열, 설사"
CAT,7,3.2,40.1,263,58,True,False,False,True,True,NONE,NORMAL,LOW,3,1.0,DANGER,"미열, 빈맥"
CAT,10,7.4,39.9,200,33,False,True,False,False,True,DECREASED,NORMAL,LOW,4,0.53,CAUTION,"미열, 설사"
DOG,13,11.7,40.7,130,40,True,False,True,True,False,NONE,NORMAL,HIGH,0,1.0,DANGER,"고열, 호흡 급증"
CAT,15,2.6,39.5,225,31,False,True,False,True,False,DECREASED,DECREASED,LOW,0,0.57,CAUTION,"구토, 피부 징후"
DOG,6,2.7,39.4,140,33,True,True,False,False,False,DECREASED,DECREASED,LOW,3,0.54,CAUTION,"미열, 피부 징후"
DOG,15,13.0,38.8,82,34,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.01,NORMAL,이상 없음(정상)
DOG,1,12.5,39.8,122,42,True,False,False,False,False,INCREASED,NORMAL,LOW,2,0.69,CAUTION,"미열, 호흡 급증"
CAT,5,2.2,40.7,278,40,True,True,False,False,True,DECREASED,DECREASED,HIGH,5,1.0,DANGER,"고열, 빈맥"
DOG,10,12.7,39.7,82,37,False,False,False,True,True,NORMAL,NORMAL,NORMAL,0,0.49,WATCH,"미열, 소화기 이상(구토 및 설사)"
CAT,11,5.7,39.4,241,19,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.31,WATCH,빈맥
